ClassID,Packet,Delay (ms)
0,1,0.026000000000000002
0,2,0.019
0,2,0.028
0,1,0.012
0,3,0.01
0,3,0.01
0,2,0.007
2,4,0.007
0,3,0.007
1,4,0.007
1,5,0.007
2,5,0.006
1,6,0.007
2,6,0.005
2,7,0.006
1,7,0.006
1,8,0.006
2,8,0.007
1,9,0.007
2,9,0.007
3,9,0.007
2,10,0.007
1,10,0.007
2,11,0.006
1,11,0.006
2,12,0.008
1,12,0.007
2,13,0.006
1,13,0.007
2,14,0.037
1,14,0.024
2,15,0.025
1,15,0.025
2,16,0.148
1,16,0.135
2,17,0.054
1,17,0.029
1,18,0.024
2,18,0.07
1,19,0.059000000000000004
2,19,0.061
1,20,0.051000000000000004
2,20,0.061
1,21,0.022
2,21,0.05
1,22,0.094
2,22,0.056
2,23,1.333
1,23,0.167
2,24,0.161
1,24,0.106
2,25,0.077
1,25,0.059000000000000004
1,26,0.146
2,26,0.079
1,27,0.061
2,27,0.07100000000000001
1,28,0.062
2,28,0.062
1,29,0.059000000000000004
2,29,0.062
1,30,0.057
2,30,0.053
1,31,0.056
2,31,0.057
1,32,0.108
2,32,0.196
1,33,0.101
2,33,0.074
2,34,0.059000000000000004
1,34,0.079
1,35,0.051000000000000004
3,35,0.03
1,36,0.03
3,36,0.041
1,37,0.029
2,37,0.056
3,37,0.026000000000000002
1,38,0.025
3,38,0.026000000000000002
1,39,0.035
3,39,0.056
1,40,0.056
3,40,0.051000000000000004
1,41,0.055
3,41,0.058
1,42,0.06
3,42,0.05
1,43,0.051000000000000004
3,43,0.048
1,44,0.023
2,45,0.038
1,45,0.08
2,46,0.063
1,46,0.023
3,46,0.181
1,47,0.039
3,47,0.056
2,48,0.013000000000000001
1,48,0.048
1,49,0.055
2,49,0.051000000000000004
1,50,0.024
1,51,0.061
3,51,0.059000000000000004
1,52,0.058
2,52,0.053
1,53,0.038
2,53,0.062
3,53,0.022
1,54,0.076
3,54,0.021
1,55,0.044
2,55,0.041
1,56,0.016
2,56,0.058
1,57,0.029
2,57,0.028
1,58,0.03
3,58,0.068
2,59,0.035
1,59,0.057
2,60,0.056
1,60,0.058
2,61,0.065
1,61,0.024
1,63,0.025
2,64,0.057
3,65,0.059000000000000004
1,65,0.064
2,66,0.069
1,66,0.059000000000000004
2,67,0.055
1,67,0.059000000000000004
2,69,0.078
1,70,0.054
2,72,0.063
2,73,0.057
2,74,0.047
2,75,0.057
2,76,0.063
1,76,0.062
1,77,0.041
2,79,0.057
2,80,0.059000000000000004
2,81,0.063
2,82,0.065
2,83,0.057
2,84,0.021
3,85,0.06
1,85,0.029
1,86,0.061
1,87,0.026000000000000002
1,88,0.06
2,90,0.054
2,91,0.064
1,91,0.059000000000000004
1,92,0.059000000000000004
1,93,0.064
1,94,0.056
3,96,0.061
2,97,0.029
1,97,0.054
2,99,0.059000000000000004
1,99,0.06
1,100,0.06
1,101,0.088
1,102,0.068
1,103,0.066
2,105,0.058
1,105,0.04
1,106,0.052000000000000005
1,107,0.058
2,109,0.065
1,109,0.081
1,110,0.057
2,112,0.056
2,113,0.054
2,114,0.054
2,115,0.054
2,116,0.059000000000000004
2,117,0.051000000000000004
1,117,0.052000000000000005
1,118,0.055
